ID,Latitude,Longitude,X2018,X1980,pop_growth,pop_growth_rate,urban_cluster,multiGHS,Country.Co,Country.or,City.Code,Urban.Aggl,Continent,pop_mean,pop_sum,Area,plain_area,plain_perc,disc,alti,clim,prec,clco,biom,popd,hdev,pop_den
2028870_21862,19.0415,-98.205,3096.703,1021.444,2.031691409416473,5.3465563405696654,1,1,484,Mexico,21862,Puebla,"NA",41.745836884216295,2116513.93,504329166.2,36124062.79,7.163,47.721,2115,11,756,4,3,409.543,741,0.004196691509926797
2031035_21206,19.074,72.8808,19979.955,9199.543,1.1718421230271985,3.083795060597891,2,1,356,India,21206,Mumbai (Bombay),AS,212.8221566507088,22942228.48,1072314760,111795670.1,10.426,0.78,161,18,3499,16,1,904.906,784,0.02139505053534841
2034568_21859,18.85,-97.1,465.166,213.636,1.1773764721301654,3.0983591371846457,1,1,484,Mexico,21859,Orizaba,"NA",43.54416771708216,291745.924,66644800.55,296963.637,0.446,190.833,626,18,1450,16,1,167.765,735,0.004377624684781205
2038773_22618,18.7904,98.9847,1135.386,103.34,9.986897619508419,26.281309525022156,1,1,764,Thailand,22618,Chiang Mai,AS,32.53463299219502,572609.541,175063841.4,140653489.6,80.344,133.476,578,18,1118,2,1,74.036,740,0.0032708612836368387
204544_204765,55.8652,-4.2576,1660.581,1727.625,-0.03880703277621017,-0.10212377046371096,1,1,826,United Kingdom,204765,Glasgow,EU,31.9922930324524,975764.937,305750620.1,58266511.83,19.057,90.183,214,10,1242,13,4,556.465,913,0.003191375169348348
2047488_21298,18.4333,79.15,373.204,82.922,3.50066327392007,9.212271773473867,1,1,356,India,21298,Karimnagar,AS,66.55361775082679,346078.812,51721167.05,5945234.629,11.495,128.925,351,17,934,16,2,375.697,641,0.006691241357052866
2047549_21371,18.5161,73.8616,6275.748,1641.983,2.822054186919109,7.4264583866292355,1,1,356,India,21371,Pune (Poona),AS,105.7654949782009,6705532.382,630611987.4,36801175.2,5.836,100.994,659,18,1621,16,1,1882.487,776,0.010633372844126814
2050218_21317,18.4,76.5833,458.035,108.531,3.2203149330606,8.474512981738421,1,1,356,India,21317,Latur,AS,121.13444639180628,496651.23,40780154.98,NA,NA,25.907,656,17,840,16,13,298.856,775,0.012178747977872448
2050417_20898,18.4896,-69.9018,3172.152,1209.802,1.6220422846052498,4.268532327908552,1,1,214,Dominican Republic,20898,Santo Domingo,"NA",81.98923559800717,4247042.404,515225807.1,48361070.25,9.386,1.201,400,18,1426,16,1,268.857,642,0.00824307001992952
2055863_204121,18.2923,99.4928,437.312,43.188,9.125775678429193,24.01519915376103,1,1,764,Thailand,204121,Lampang,AS,45.154189878305154,158039.665,34812759.16,21178189.03,60.835,133.476,578,18,1118,2,1,74.036,740,0.004539705234901008
205935_22266,55.7887,49.1221,1254.114,1006.945,0.24546425077834436,0.6459585546798535,1,1,643,Russian Federation,22266,Kazan,EU,38.796082079150814,1171641.679,302769065.3,45618527.77,15.067,3497.675,123,8,553,16,4,314.177,830,0.0038697535953320524
2061507_21833,18.15,-94.4167,385.023,137.691,1.7962829814584833,4.727060477522325,1,1,484,Mexico,21833,Coatzacoalcos,"NA",39.04385266946375,288924.51,73600301.67,33134791,45.02,917.076,259,18,2400,16,1,50.849,719,0.003925588665321567
2067223_206420,18.0013,-94.5581,391.522,107.631,2.637632280662634,6.941137580691143,1,1,484,Mexico,206420,MinatitlÃ¯Â¿Â½n,"NA",40.78929733476295,159078.26,38785975.39,16542605.42,42.651,917.076,259,18,2400,16,1,50.849,719,0.004101437656277541
2067897_21877,17.9833,-92.9167,868.325,159.435,4.4462633675165435,11.700693072411957,1,1,484,Mexico,21877,Villahermosa,"NA",45.03326450154162,472849.277,104429941.5,104429941.5,100,511.585,254,18,2892,16,1,137.616,710,0.004527909048000376
2069620_21772,17.9667,102.6,664.754,211.026,2.150104726431814,5.6581703327153,1,1,418,Lao People's Democratic Republic,21772,Vientiane,AS,19.656825062451095,239813.266,121339283.9,121339283.9,100,4561.196,314,18,1472,16,1,110.675,696,0.001976386033377604
207041_22303,55.7255,52.4112,533.868,322.57,0.6550454164987447,1.7238037276282754,1,1,643,Russian Federation,22303,Naberezhnye Tchelny,EU,34.50231319689618,534785.855,155377353.1,56046225.27,36.071,3170.615,116,8,559,16,4,474.443,830,0.003441852009512704
2085742_204119,17.4157,102.7859,557.038,72.642,6.6682635389994775,17.54806194473547,1,1,764,Thailand,204119,Udon Thani,AS,27.170508083717476,149437.794,54697572.86,19858707.99,36.306,80.318,201,18,1566,16,2,155.168,740,0.0027320735854676824
2089909_21275,17.3753,78.4744,9481.623,2487.04,2.8124127476839935,7.401086178115772,1,1,356,India,21275,Hyderabad,AS,101.22571706221753,8978721.103,882126783.5,29332204.94,3.325,69.92,429,17,775,16,2,914.63,641,0.010178492786915816
2090710_21302,17.25,80.15,321.556,95.177,2.378505311157107,6.259224503045018,1,1,356,India,21302,Khammam,AS,93.4526118124601,336429.403,35801259.55,1380066.518,3.855,2046.84,147,17,956,16,2,362.447,641,0.009397138738377154
2099302_21377,17.0038,81.7894,529.341,238.347,1.2208838374303013,3.212852203763951,1,1,356,India,21377,Rajahmundry,AS,86.12472818950593,559810.733,64638291.38,34717674.71,53.711,3372.557,198,17,1243,2,1,394.161,641,0.008660667246121133
2099310_21858,17.05,-96.7167,684.211,155.211,3.4082635895651725,8.969114709382033,1,1,484,Mexico,21858,Oaxaca de JuÃ¯Â¿Â½rez,"NA",41.088278711501395,493059.345,119337331.8,20208419.49,16.934,211.814,1668,14,1119,4,3,78.181,701,0.004131643782905493
2102397_21292,16.9333,82.2167,498.831,221.587,1.2511744822575332,3.2925644269935086,1,1,NA,,21292,Kakinada,AS,68.55739788966585,500469.005,72594635.06,18186328.88,25.052,0.238,199,17,1161,16,1,533.115,641,0.006894021914792445
2105178_204984,16.8544,74.5642,568.651,263.84,1.1552872953305033,3.0402297245539565,1,1,356,India,204984,Sangli,AS,88.94497675426032,729348.809,81542674.38,24077250.8,29.527,539.404,631,18,1029,16,13,444.525,753,0.008944381755265162
2109174_20339,16.8053,96.1561,5157.461,2378.261,1.168584945050186,3.075223539605753,1,1,104,Myanmar,20339,Yangon,AS,107.81589828748305,5714242.609,527047658.3,139976646.4,26.559,16.844,32,18,2624,16,1,367.797,556,0.010841984627028557
2110723_21874,16.75,-93.1167,813.245,132.107,5.155956913713884,13.568307667668114,1,1,484,Mexico,21874,Tuxtla Gutierrez,"NA",57.934697461997125,561966.565,96458730.7,96091899.78,99.62,414.148,950,13,1377,16,2,87.142,687,0.005825979265140796
2111986_21307,16.6956,74.2317,607.067,345.029,0.7594665955615325,1.9985963041092962,1,1,356,India,21307,Kolhapur,AS,92.72351807299701,806694.607,86511740.1,14746676.44,17.046,539.404,631,18,1029,16,13,444.525,753,0.00932468363331418
2111987_21276,16.7,74.4667,358.026,157.291,1.2762014355557534,3.358424830409877,1,1,356,India,21276,Ichalkaranji,AS,97.21798862780962,437480.949,44749847.43,5612850.386,12.543,539.404,631,18,1029,16,13,444.525,753,0.009776143922821862
2120235_21435,16.5167,80.6167,1910.859,526.712,2.6279010161150684,6.9155289897764955,1,1,356,India,21435,Vijayawada,AS,109.4910962939809,1346740.484,122308911.6,77037506.44,62.986,2046.84,147,17,956,16,2,362.447,641,0.011010975949196493
2120244_23366,16.4667,107.6,384.99,168.944,1.2788024434132022,3.3652695879294794,1,1,704,Viet Nam,23366,Hue,AS,47.40897300091947,388753.579,81537455.84,26718400.3,32.768,0.099,246,13,2326,1,1,241.911,682,0.004767791378760292
2122634_22620,16.4467,102.833,488.987,86.814,4.632582302393623,12.191006058930586,1,1,764,Thailand,22620,Khon-Kaen,AS,36.30570077875171,243248.195,66622962.38,43409379.04,65.157,50.313,305,17,1113,16,2,106.733,740,0.003651116466610652
2126978_21258,16.3,80.45,813.387,360.167,1.2583607048952292,3.3114755391979713,1,1,356,India,21258,Guntur,AS,91.88164933606345,872875.669,94465756.54,4073055.398,4.312,1.065,29,17,895,16,13,590.019,641,0.009240127861892418
2136804_22455,16.0513,108.2124,1064.451,322.413,2.3015138967721525,6.056615517821454,1,1,704,Viet Nam,22455,Da Nang,AS,53.17082190070788,1058099.356,197870332.1,NA,NA,0.099,246,13,2326,1,1,241.911,682,0.005347438116519944
214129_22285,55.45,65.3333,319.322,316.214,0.009828786834232526,0.025865228511138226,1,1,643,Russian Federation,22285,Kurgan,AS,27.052860982642333,183959.455,68162428.01,68162428.01,100,57.552,118,8,398,18,8,63.591,777,0.00269883952744482
2143932_21316,15.8267,78.0352,623.826,201.173,2.1009429694839765,5.528797288115728,1,1,356,India,21316,Kurnool,AS,80.38876422837896,490371.462,60652544.58,28203653.63,46.5,7.556,416,17,618,16,13,250.62,641,0.008084928099812956
215067_22299,55.755,37.6218,12409.738,8136.141,0.5252609314415765,1.3822656090567802,3,1,643,Russian Federation,22299,Moskva (Moscow),EU,78.87440371736768,14930924.62,1897646635,208418174.7,10.983,119.91,181,7,648,6,4,882.369,892,0.007868126944508823
2152806_22579,15.5518,32.5324,5534.079,1164.234,3.7534078200774066,9.877389000203701,1,1,729,Sudan,22579,Al-Khartum (Khartoum),AF,72.44585784728564,5433439.339,745703652.8,710873053.4,95.329,1300.549,407,17,215,19,7,217.751,490,0.007286325229329761
2152814_22578,15.451,36.4,351.606,129.268,1.7199771018349475,4.5262555311445984,1,1,729,Sudan,22578,Kassala,AF,68.69242033326802,261031.197,37781576.38,17229713.88,45.603,63.404,1242,17,545,16,7,84.342,435,0.006908954628430461
2153701_21135,15.5,-88.0333,850.621,196.001,3.3398809189749032,8.789160313091852,1,1,340,Honduras,21135,San Pedro Sula,"NA",61.393560664025856,1234010.569,199849919.6,40302928,20.167,0.22,503,18,1608,1,1,258.555,625,0.006174686341980394
2159309_22627,15.2384,104.8487,482.238,51.638,8.338820248654093,21.944263812247613,1,1,764,Thailand,22627,Ubon Ratchathani,AS,39.581130464177996,178115.087,44740165.73,44740165.73,100,785.362,148,17,1484,16,2,128.697,740,0.003981100295311758
216458_22267,55.3333,86.0833,562.833,477.579,0.17851287430979998,0.4697707218678947,1,1,643,Russian Federation,22267,Kemerovo,AS,27.50119839466324,522522.769,190447653.5,18615487.37,9.775,1044.914,439,7,507,6,5,45.832,795,0.0027436555893296946
2165769_22084,15.15,120.5833,468.342,189.546,1.4708619543540882,3.8706893535633897,2,1,608,Philippines,22084,Angeles City,AS,50.1317166481769,1278358.775,253523705.5,30330598.57,11.964,397.082,225,18,2312,16,1,540.835,693,0.005042363878670904
2168728_22621,14.9707,102.102,755.661,95.959,6.874831959482695,18.091663051270253,1,1,764,Thailand,22621,Nakhon Ratchasima,AS,33.58027099987928,211555.707,62633577.37,20462395.66,32.67,29.215,345,18,1144,16,2,163.47,740,0.003377672422417471
2174769_205943,14.7981,100.654,392.028,30.32,11.929683377308708,31.3939036244966,1,1,764,Thailand,205943,Lop Buri,AS,57.528653878642096,212856.019,36784593.28,15438780.69,41.971,236.368,203,17,1204,16,2,130.025,740,0.005786553554629923
2179395_21167,14.6833,77.6,424.478,116.364,2.6478464129799595,6.968016876263052,1,1,356,India,21167,Anantapur,AS,87.30102692905841,436505.135,49708163.15,60247.528,0.121,8.182,533,17,547,16,13,256.893,660,0.008781357172317884
2185674_21221,14.471,78.8241,421.336,100.107,3.208856523519834,8.444359272420616,1,1,356,India,21221,Kadapa,AS,112.05106016394187,358563.393,31812184.25,14689958.95,46.177,73.523,280,17,733,16,2,199.325,641,0.011271259784684542
2186806_21352,14.4463,79.9842,707.341,228.127,2.100645692969267,5.528014981498071,1,1,356,India,21352,Nellore,AS,95.27006533017169,666890.457,69588025.64,24652954.73,35.427,139.004,111,17,841,16,13,260.1,641,0.009583408220977946
2189071_205956,14.3517,100.5772,429.344,48.164,7.914209783240595,20.826867850633143,1,1,764,Thailand,205956,Phra Nakhon Si Ayutthaya,AS,38.368808574725165,145801.473,37776704.06,37776704.06,100,236.368,203,17,1204,16,2,130.025,740,0.003859560452082489
2189079_22585,14.4012,33.5199,358.449,137.357,1.6096158186331968,4.2358311016663075,1,1,729,Sudan,22585,Wad Medani,AF,51.53752377114054,422607.695,81518502.39,81518502.39,100,1571.427,410,17,350,16,7,464.9,490,0.005184193558637333
2196999_22109,14.6042,120.9822,13482.468,5954.719,1.264165277992127,3.326750731558229,11,1,608,Philippines,22109,Manila,AS,114.25724617670781,23605547.06,2053906828,352250760.5,17.15,23.205,135,18,2345,17,1,1738.126,714,0.011492997996888688
2196999_22109,14.6042,120.9822,13482.468,5954.719,1.264165277992127,3.326750731558229,11,1,608,Philippines,22109,Manila,AS,114.25724617670807,23605547.06,2053906828,352250760.5,17.15,23.205,135,18,2345,17,1,1738.126,714,0.011492997996888688
2201260_21401,13.9316,75.5679,363.398,147.862,1.4576835157105952,3.8360092518699873,1,1,356,India,21401,Shimoga,AS,86.68772281760857,381425.98,43739764.41,5577338.971,12.751,137.029,690,18,1367,16,1,278.314,704,0.008720348295081273
220128_20355,55.1905,30.2033,374.661,303.879,0.23292823788415776,0.612969047063573,1,1,112,Belarus,20355,Vitebsk,EU,50.36407467697419,407949.005,81171217.7,44010907.01,54.22,323.926,170,7,646,2,4,32.354,788,0.00502578397317797
2206225_205945,13.8194,100.0442,470.888,43.176,9.906244209746154,26.0690637098583,1,1,764,Thailand,205945,Nakhon Pathom,AS,32.7996474570885,196797.885,59643713.41,59643713.41,100,152.287,53,17,1246,16,1,314.545,740,0.003299557887135251
2217677_205960,13.5367,99.8169,390.397,41.309,8.450652400203346,22.23855894790354,1,1,764,Thailand,205960,Ratchaburi,AS,32.70548249204683,75222.61,22862695.24,15704095.49,68.689,588.955,452,18,1662,11,1,50.267,739,0.0032901899452516172
2218019_22617,13.722,100.5252,10156.316,4723.143,1.150329981539835,3.027184161946934,5,1,764,Thailand,22617,Krung Thep (Bangkok),AS,65.85797989636447,17116488.97,2583558238,2108547798,81.614,835.946,6,17,1408,16,1,4628.253,740,0.006625160880155084
2218019_22617,13.722,100.5252,10156.316,4723.143,1.150329981539835,3.027184161946934,5,1,764,Thailand,22617,Krung Thep (Bangkok),AS,65.85797989636436,17116488.97,2583558238,2108547798,81.614,835.946,6,17,1408,16,1,4628.253,740,0.006625160880155084
2219915_21972,13.5137,2.1098,1213.781,274.625,3.4197760582612653,8.99941067963491,1,1,562,Niger,21972,Niamey,AF,84.61165010755404,956111.646,112325661.4,86574704.06,77.075,736.679,240,17,458,13,7,361.752,353,0.00851196097208113
222098_22241,55.1544,61.4297,1215.994,1045.816,0.1627226969180046,0.4282176234684331,1,1,643,Russian Federation,22241,Chelyabinsk,AS,34.354728585126566,1037512.803,302701212.6,29790656.22,9.842,22.728,318,8,513,13,8,159.328,798,0.003427514525258958
2222629_21012,13.4531,-16.6794,437.161,122.622,2.5651106652966025,6.750291224464744,1,1,270,Gambia,21012,Banjul,AF,78.13902716976598,968923.937,123257796.7,NA,NA,2.784,21,17,938,12,7,174.315,480,0.007860954543575742
2236246_22021,13.0609,5.239,603.261,169,2.569591715976331,6.762083463095609,1,1,566,Nigeria,22021,Sokoto,AF,86.62759614212277,796973.885,91446917.73,11675699.97,12.768,163.922,266,17,707,16,7,134.609,527,0.008715153061288422
2239107_21168,12.9315,79.3323,335.038,113.193,1.9598826782574896,5.157585995414447,1,1,356,India,21168,Ranipet,AS,40.020860359624365,304158.539,75541625.52,31840563.67,42.15,81.105,432,17,865,16,13,459.558,726,0.004026370056327059
2241100_21434,12.9333,79.1333,550.744,250.386,1.1995798487135865,3.15678907556207,1,1,356,India,21434,Vellore,AS,80.03774377919258,784369.889,97409790.27,30691931.59,31.508,81.105,432,17,865,16,13,459.558,726,0.008052269559619081
2243083_21328,12.9172,74.856,694.078,323.365,1.1464227730273837,3.0169020342825887,1,1,356,India,21328,Mangalore,AS,40.01590298345494,964383.262,239545592.9,8055185.449,3.363,10.284,301,18,3648,1,1,518.067,801,0.004025886055029986
2247475_206050,12.7167,77.8167,423.246,26.25,15.123657142857143,39.7990977443609,1,1,356,India,206050,Hosur,AS,51.943547344663614,389576.605,74546684.44,2140518.606,2.871,53.005,556,17,848,16,2,694.972,752,0.005225941407408353
2247777_204120,12.681,101.258,523.582,24.447,20.417024583793513,53.729012062614515,1,1,764,Thailand,204120,Rayong,AS,13.413293317341045,93893.053,69576084.62,21025347.63,30.219,5.574,65,17,1365,16,1,403.498,740,0.0013495018225416202
2250172_205936,12.6094,102.1044,337.061,21.634,14.58015161320144,38.36882003474063,1,1,764,Thailand,205936,Chanthaburi,AS,45.195885803239335,99430.949,21865996.71,16066687.99,73.478,0.323,143,18,2532,1,1,81.903,719,0.004547286378879181
2252691_21818,12.65,-8,2446.749,489.071,4.0028503018989054,10.533816583944489,1,1,466,Mali,21818,Bamako,AF,94.17779799720145,3117285.114,328994734.6,133857366.8,40.687,1046.677,372,17,964,18,7,294.37,442,0.00947518238487942
2256793_206384,12.4539,4.1975,338.678,64,4.29184375,11.294325657894737,1,1,566,Nigeria,206384,Birnin Kebbi,AF,63.85171584975792,261792.035,40751622.57,7902082.101,19.391,163.922,266,17,707,16,7,134.609,527,0.006424088624945271
226474_22327,55,73.4,1184.302,1032.15,0.14741268226517446,0.38792811122414333,1,1,643,Russian Federation,22327,Omsk,AS,33.334187032358386,1010025.867,303688607,303688607,100,979.199,98,8,395,22,8,1532.848,807,0.003325860251978435
226475_22322,55.0415,82.9346,1635.618,1328.679,0.23101065042798136,0.6079227642841615,1,1,643,Russian Federation,22322,Novosibirsk,AS,45.14343712690615,1390417.864,308708689.8,114508440.5,37.093,1702.61,197,7,462,16,8,45.923,796,0.004503980321709752
226479_22887,54.9733,-1.614,801.494,789.583,0.01508517787237068,0.039697836506238635,1,1,826,United Kingdom,22887,Newcastle upon Tyne,EU,32.230135434669734,776746.264,241548052.1,24283937.51,10.053,0.029,172,7,795,16,4,300.416,889,0.0032157007984416697
2266062_21294,12.3081,75.1063,313.729,46.249,5.783476399489717,15.219674735499256,1,1,NA,,21294,Kanhangad,AS,24.882757289416386,432959.977,172943287.2,6229106.883,3.602,10.284,301,18,3648,1,1,518.067,801,0.0025034795163763955
2266066_23370,12.25,109.1833,325.323,175.576,0.8528899166173053,2.2444471489929088,1,1,704,Viet Nam,23370,Nha Trang,AS,45.62686264760051,447143.254,97408290.22,52078066.64,53.464,1.121,259,18,1402,16,2,249.618,683,0.004590402449217735
226677_22881,54.9119,-1.3833,339.788,203.364,0.6708365295725891,1.7653592883489186,1,1,826,United Kingdom,22881,Sunderland,EU,29.477395364787505,173916.633,59135057.97,3986809.023,6.742,0.029,172,7,795,16,4,300.416,889,0.0029410072293871805
2271498_20420,12.1067,15.0444,1322.679,323.593,3.0874771703961454,8.12493992209512,1,1,148,Chad,20420,N'DjamÃ¯Â¿Â½na,AF,80.95848672021663,1643457.28,201759133.7,201759133.7,100,877.791,289,17,397,16,7,96.078,426,0.008145640050396391
2271506_21967,12.1328,-86.2504,1047.923,524.694,0.9972078964120041,2.624231306347379,1,1,558,Nicaragua,21967,Managua,"NA",62.31752966619633,1314899.876,209717380.7,28826020.29,13.745,58.716,240,17,1291,16,2,170.053,645,0.006269866005435953
2274018_22582,12.05,24.8833,834.485,96.189,7.675472247346371,20.198611177227292,1,1,729,Sudan,22582,Nyala,AF,119.41615042187118,644847.212,53669674.16,10798170.06,20.12,2.875,634,17,458,13,7,54.087,490,0.012015113229075735
2278303_21368,11.93,79.83,796.188,243.396,2.2711630429423657,5.976744849848331,1,1,356,India,21368,Puducherry,AS,106.57726394207236,1001826.281,93431068.18,19567351.56,20.943,0.532,64,17,1071,16,2,670.421,768,0.010722624716972383
2280370_21295,11.8729,75.3716,2048.276,570.421,2.590814503673602,6.817932904404215,1,1,356,India,21295,Kannur,AS,36.547990894731285,738269.416,200764229.6,4078357.881,2.031,10.284,301,18,3648,1,1,518.067,801,0.0036772955893134857
2280453_22008,11.8464,13.1603,760.068,287,1.6483205574912891,4.337685677608656,1,1,566,Nigeria,22008,Maiduguri,AF,84.04762091000423,1075809.548,127214164,127214164,100,20.835,368,17,683,16,7,104.55,527,0.00845668056270841
2280511_22171,11.8636,-15.5977,558.399,115.407,3.8385193272505136,10.101366650659246,1,1,624,Guinea-Bissau,22171,Bissau,AF,81.28840785115824,569018.855,69570586.78,NA,NA,0.252,13,18,1789,3,14,436.269,424,0.008179014743678721
2291181_20357,11.5625,104.916,1952.329,238.267,7.193870741646975,18.931238793807832,1,1,116,Cambodia,20357,Phnum PÃ¯Â¿Â½nh (Phnom Penh),AS,77.12478865859161,1951257.153,251443584.6,251443584.6,100,15252.028,55,17,1452,16,1,381.239,593,0.007760218484413064
2298182_21238,11.3428,77.7274,610.166,254.158,1.400734975881145,3.686144673371434,1,1,356,India,21238,Erode,AS,44.262465211037195,898528.044,201746411.5,56542313.1,28.026,287.251,302,17,724,16,2,862.263,776,0.0044537498204769805
2307509_21420,11.1154,77.3546,1369.029,210.764,5.4955542692300385,14.461984919026417,1,1,356,India,21420,Tiruppur,AS,63.28539378198668,1158122.706,181863687.5,16246796.03,8.934,287.251,302,17,724,16,2,862.263,776,0.006368081071709272
2308034_22024,11.1113,7.7227,713.848,423.192,0.6868182763379269,1.8074165166787548,1,1,566,Nigeria,22024,Zaria,AF,68.2904707400634,635101.378,92422830.54,9761183.246,10.561,43.897,678,18,1085,16,7,279.489,527,0.006871693652848386
230911_22362,54.7818,32.0401,330.577,284.407,0.16233777649635917,0.4272046749904189,1,1,643,Russian Federation,22362,Smolensk,EU,50.85447560730941,305126.854,60134945.97,7077466.55,11.769,157.702,188,7,627,13,4,73.951,786,0.005074035555835056
2310333_21300,10.9577,78.081,319.451,91.598,2.4875324788750848,6.546138102302855,1,1,356,India,21300,Karur,AS,55.79358706188662,284547.294,50683012.69,18675040.16,36.847,25.836,470,17,754,16,2,360.142,781,0.005614253748892527
2315459_20808,10.9639,-74.7964,2218.443,960.889,1.3087401354370798,3.444052987992315,1,1,170,Colombia,20808,Barranquilla,SA,131.90728265018004,2110516.522,159005086.5,34542730.83,21.724,7247.917,71,17,1334,16,1,127.867,727,0.013273264198375188
2318174_21417,10.805,78.6856,1134.084,597.195,0.8990179087232812,2.3658366019033714,1,1,356,India,21417,Tiruchirappalli,AS,90.82485285077043,1298795.396,142110547.1,60800826.36,42.784,307.523,144,17,866,16,2,516.789,773,0.009139331474715011
2318781_21414,10.8,79.15,327.052,180.722,0.8096966611701951,2.1307806872899873,1,1,356,India,21414,Thanjavur,AS,91.12759144908554,391848.643,42731517.51,NA,NA,0.067,60,17,999,16,2,499.951,771,0.009170014683150436
2319041_206049,10.7667,76.3833,349.592,58.208,5.005909840571743,13.173446948873007,1,1,356,India,206049,Ottappalam,AS,43.99770552607084,241987.38,54657053.79,9581527.686,17.53,246.812,270,18,1945,2,1,831.301,927,0.004427376948083392
2319052_21357,10.7725,76.6514,351.167,116.35,2.018195100988397,5.31103973944315,1,1,356,India,21357,Palakkad,AS,52.558176032454135,404697.955,76520461.66,12597858.61,16.463,246.812,270,18,1945,2,1,831.301,927,0.005288754749000034
2323092_22631,10.6662,-61.5166,544.417,444.958,0.22352446747782936,0.5882222828363931,1,1,780,Trinidad and Tobago,22631,Port of Spain,"NA",32.45559587018695,382976.031,117264366.6,NA,NA,0.315,99,18,1697,1,1,308.752,799,0.003265919921832418
2325638_22458,10.75,106.6667,8145.361,2716.087,1.9989322875150903,5.2603481250397115,3,1,704,Viet Nam,22458,ThÃ¯Â¿Â½nh Pho Ho ChÃ¯Â¿Â½ Minh (Ho Chi Minh City),AS,87.23010439806835,12892609.43,1468802295,1026510814,69.888,1273.562,386,18,2131,16,2,475.483,681,0.008777634317353787
2328052_21325,11.0667,76.0667,2950.374,172.734,16.08044739310153,42.31696682395139,2,1,356,India,21325,Malappuram,AS,54.77610656655244,6929177.481,1257147836,227320015.5,18.082,10.284,301,18,3648,1,1,518.067,801,0.005511823894194731
233022_22378,54.7852,56.0456,1128.752,984.732,0.14625299066141853,0.38487629121425926,1,1,643,Russian Federation,22378,Ufa,EU,53.73055886240442,940284.78,175392949.1,63358474.48,36.124,442.568,216,8,566,2,4,98.226,800,0.005361018130004179
233023_21789,54.6892,25.2798,536.055,493.874,0.0854084240109824,0.22475901055521685,1,1,440,Lithuania,21789,Vilnius,EU,34.9263066796591,352755.697,101223949.7,21375960.77,21.117,169.846,159,7,650,16,4,50.986,826,0.0034849035040172907
233028_22260,54.7143,20.51,476.221,361.382,0.3177773104360483,0.8362560800948639,1,1,643,Russian Federation,22260,"Kaliningrad, Kaliningrad Oblast",EU,42.22356927830435,426458.05,101225479.3,21602618.89,21.341,0.123,73,8,694,16,4,75.375,816,0.00421295164961496
2330401_21416,10.5167,76.2167,2773.826,447.137,5.203525988679084,13.693489443892325,1,1,356,India,21416,Thrissur,AS,73.62658181722483,1155937.335,156019247.3,73474764.31,47.093,7.172,75,18,2945,16,1,1265.097,1000,0.007408940595497924
2331142_23222,10.4635,-64.1775,379.733,170.507,1.2270815860932396,3.2291620686664197,1,1,862,Venezuela (Bolivarian Republic of),23222,Cumana,SA,66.15430158678085,344002.368,51676241.18,8136551.305,15.745,0.002,439,18,1250,1,13,206.032,737,0.006656876741513807
2331497_22004,10.5222,7.4383,1082.896,407,1.6606781326781326,4.370205612310875,1,1,566,Nigeria,22004,Kaduna,AF,70.50831824767081,1508878.011,212662235.8,34519234.94,16.232,180.338,629,18,1213,18,7,454.08,527,0.007095185496023078
2337000_23379,10.3833,105.4167,309.37,113.694,1.7210758703185742,4.529147027154143,1,1,704,Viet Nam,23379,Long Xuyen,AS,32.59553107714301,446558.776,136138675.1,136138675.1,100,15252.028,55,17,1452,16,1,381.239,593,0.0032801757154752864
2347062_23355,10.0333,105.7833,1444.343,184.729,6.818712817153776,17.943981097773097,1,1,704,Viet Nam,23355,Can Tho,AS,68.5344977189782,945776.069,137130268.8,137130268.8,100,15252.028,55,17,1452,16,1,381.239,593,0.006896916904460993
2349038_21322,9.9333,78.1167,1675.768,884.493,0.8946085497567532,2.3542330256756663,1,1,356,India,21322,Madurai,AS,146.82148304127978,1864632.835,126195714,31239042.99,24.754,22.52,411,17,1020,16,1,516.915,776,0.014775722375167194
235301_22348,54.6269,39.6916,540.72,461.606,0.1713885868034645,0.4510225968512224,1,1,643,Russian Federation,22348,Ryazan,EU,35.66389625292172,481462.599,135297776.1,19203660.42,14.194,592.761,133,8,582,16,4,93.448,825,0.0035585403757423624
2353625_23228,9.75,-63.1767,645.515,145.999,3.4213658997664367,9.00359447306957,1,1,862,Venezuela (Bolivarian Republic of),23228,Maturin,SA,41.442144311596806,464152.016,111293013.8,13647040.9,12.262,33.869,250,18,1161,13,7,31.834,783,0.0041705404513000975
2358628_23212,9.5545,-69.1956,327.59,124.619,1.62873237628291,4.286137832323448,1,1,862,Venezuela (Bolivarian Republic of),23212,Acarigua-Aruare,SA,45.62396835226657,255494.223,55644995.39,41057.701,0.074,156.624,378,17,1274,18,7,106.447,735,0.004591504073444762
2363737_21312,9.5833,76.5167,608.525,65.117,8.34510189351475,21.960794456617762,1,1,356,India,21312,Kottayam,AS,41.67346631407139,991828.498,236492711.6,28489544.7,12.047,1.287,180,18,2414,1,1,1122.325,970,0.004193907251051199
2367260_20363,9.3,13.4,333.425,86.867,2.8383390700726396,7.46931334229642,1,1,120,Cameroon,20363,Garoua,AF,102.05088412216635,622510.393,60612901.91,55471115.54,91.517,342.439,344,17,1018,18,7,87.833,519,0.010270262161747735
2372942_204122,9.1401,99.3331,482.541,36.911,12.073094741405,31.771301951065787,1,1,764,Thailand,204122,Surat Thani,AS,26.69007716449024,133450.386,49681696.64,NA,NA,401.727,171,18,2308,16,1,77.91,740,0.0026861076618819755
